0	4587	15073
0	5778	16324
0	6970	17575
0	8161	18826
0	9353	20077
0	10544	21328
0	11736	22579
0	12927	23830
0	14119	25081
0	15310	26332
0	16502	27583
0	17694	28835
0	17694	28835
59	18945	30205
119	20196	31575
178	21447	32945
238	22698	34316
297	23949	35686
357	25200	37056
416	26451	38426
476	27702	39797
535	28953	41167
595	30204	42537
655	31456	43908
655	31456	43908
655	32520	45054
655	33585	46201
655	34650	47348
655	35715	48495
655	36780	49641
655	37845	50788
655	38910	51935
655	39975	53082
655	39976	53083
786	40762	54000
917	41548	54917
1048	42335	55835
1179	43121	56752
1310	43908	57670
1310	43908	57670
1310	44891	58653
1310	45874	59636
1310	45874	59636
1637	46529	60291
1965	47184	60946
1966	47185	60947
1966	47316	61340
1966	47447	61733
1966	47578	62126
1966	47709	62519
1966	47840	62913
1966	47840	62913
2293	48167	63240
2621	48495	63568
2621	48495	63568
2784	48331	63568
2948	48167	63568
3112	48003	63568
3276	47840	63568
3439	47676	63568
3603	47512	63568
3767	47348	63568
3931	47185	63568
3932	47185	63568
4194	46660	63306
4456	46136	63044
4718	45612	62782
4980	45088	62520
5242	44564	62258
5242	44563	62258
5373	43907	61602
5504	43252	60947
5635	42597	60292
5766	41942	59637
5897	41287	58982
5898	41287	58981
6291	40500	58194
6684	39714	57408
7077	38927	56621
7470	38141	55835
7864	37355	55049
7864	37354	55049
8126	36567	54000
8388	35781	52952
8650	34994	51903
8912	34208	50855
9174	33422	49807
9174	33422	49806
9531	32588	48614
9888	31754	47422
10246	30920	46231
10603	30086	45039
10961	29252	43848
11318	28418	42656
11676	27584	41465
12033	26750	40273
12391	25916	39082
12748	25082	37890
13106	24248	36699
13107	24247	36699
13516	23427	35634
13926	22608	34569
14335	21789	33504
14745	20970	32439
15154	20151	31374
15564	19332	30309
15973	18513	29244
16383	17694	28180
16383	17694	28180
17038	17039	26542
17693	16384	24904
17694	16383	24903
18349	15728	23920
19004	15073	22937
19005	15073	22937
19529	14548	22150
20053	14024	21364
20577	13500	20577
21101	12976	19791
21626	12452	19005
21626	12451	19005
22150	12057	18349
22674	11664	17694
23198	11271	17039
23722	10878	16384
24247	10485	15729
24247	10485	15728
24783	10306	15370
25319	10127	15013
25855	9948	14655
26391	9770	14298
26927	9591	13940
27464	9412	13583
28000	9233	13225
28536	9055	12868
29072	8876	12510
29608	8697	12153
30145	8519	11796
30146	8519	11796
30801	8399	11617
31456	8280	11438
32111	8161	11259
32767	8042	11081
33422	7923	10902
34077	7804	10723
34732	7685	10544
35388	7566	10366
36043	7447	10187
36698	7328	10008
37354	7209	9830
37354	7208	9830
38068	7088	9710
38783	6969	9591
39498	6850	9472
40213	6731	9353
40928	6612	9234
41643	6493	9115
42358	6374	8996
43073	6255	8877
43788	6136	8758
44503	6017	8639
45218	5898	8520
45219	5898	8519
45874	5957	8399
46529	6017	8280
47184	6076	8161
47840	6136	8042
48495	6195	7923
49150	6255	7804
49805	6314	7685
50461	6374	7566
51116	6433	7447
51771	6493	7328
52427	6553	7209
52428	6553	7208
53001	6716	7126
53574	6880	7044
54148	7044	6962
54721	7208	6880
55294	7371	6798
55868	7535	6716
56441	7699	6634
57015	7863	6553
57015	7864	6553
57539	8257	6553
58063	8650	6553
58587	9043	6553
59111	9436	6553
59636	9830	6553
59636	9830	6553
60029	10223	6553
60422	10616	6553
60815	11009	6553
61208	11402	6553
61602	11796	6553
61602	11796	6553
61864	12451	6553
62126	13106	6553
62388	13761	6553
62650	14416	6553
62912	15072	6553
62913	15073	6553
63032	15728	6553
63151	16383	6553
63270	17038	6553
63389	17694	6553
63508	18349	6553
63627	19004	6553
63746	19659	6553
63865	20315	6553
63984	20970	6553
64103	21625	6553
64223	22281	6553
64224	22281	6553
64283	22936	6612
64343	23591	6672
64402	24246	6731
64462	24902	6791
64521	25557	6850
64581	26212	6910
64640	26867	6969
64700	27523	7029
64759	28178	7088
64819	28833	7148
64879	29489	7208
64879	29490	7208
64938	30085	7208
64998	30681	7208
65057	31277	7208
65117	31872	7208
65176	32468	7208
65236	33064	7208
65295	33660	7208
65355	34255	7208
65414	34851	7208
65474	35447	7208
65534	36043	7208
65535	36044	7208
65535	36639	7148
65535	37235	7088
65535	37831	7029
65535	38426	6969
65535	39022	6910
65535	39618	6850
65535	40214	6791
65535	40809	6731
65535	41405	6672
65535	42001	6612
65535	42597	6553
65535	42597	6553
65535	43205	6506
65535	43814	6459
65535	44422	6412
65535	45031	6365
65535	45639	6319
65535	46248	6272
